title,authors,source,year,doi,abstract
"LOCAL SENTIMENTS, GLOBAL IMPACT: THE CASE OF TIMISOARA AS THE EUROPEAN CAPITAL OF CULTURE IN 2023.","O Megan, C Brandas, O Didraga - … in Business & Economics, 2024 - search.ebscohost.com",Google Scholar via SerpApi,2025,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=16484460&AN=177686162&h=GtDhuR%2BRBqUWyRUKbAEIKNhyZ95hDQLMwQnAN95S1Uxf8XaNnYOLv6IbXQN%2BiRzqUZS2lCqCHOhvRJ3QgjOtkQ%3D%3D&crl=c,"… include IT Project Management, Risk Management, Business Information Systems Analysis and Design, Accounting Information Systems Control and Audit, and Artificial Intelligence. …"
A novel case base reasoning and frequent pattern based decision support system for mitigating software risk factors,"M Asif, J Ahmed - Ieee Access, 2020 - karlancer.com",Google Scholar via SerpApi,2025,https://www.karlancer.com/api/file/1616065000.pdf,"… ABSTRACT Software risk management is crucial for the success of software project development. The existing literature has models for risk management, but is too complex to be used …"
A Preliminary Performance Eualuation Of Machinelearing Algorithm For Software Effort Estimation,"P Rijwani, S Jain - Indian J. Sci. Res, 2017 - academia.edu",Google Scholar via SerpApi,2025,https://www.academia.edu/download/82601794/1697249924Chap_33.pdf,… Estimations done at early stages of software development play a vital role in effective software project management. There are numerous algorithmic and non-algorithmic models exists …
Improving the Accuracy of COCOMO II in Software Projects Using Hybrid GWO-PSO,"RR Putri, DC Novitasari - Journal of Artificial Intelligence and …, 2025 - e-jurnal.pnl.ac.id",Google Scholar via SerpApi,2025,https://e-jurnal.pnl.ac.id/JAISE/article/view/7603,"… The results of the trial prove that the accuracy of business estimates has increased, thus making a significant contribution to improving the effectiveness of software project management. …"
"Introduction to the Minitrack on Artificial Intelligence and Big Data Analytics Management, Governance, and Compliance","J Saltz, A Sidorova, M Goul - 2020 - scholarspace.manoa.hawaii.edu",Google Scholar via SerpApi,2025,https://scholarspace.manoa.hawaii.edu/bitstream/10125/64388/1/m-intro-0121.pdf,Artificial Intelligence (AI) and Big Data applications are becoming increasingly important strategic assets as they enable organizations to differentiate from their competitors by offering …
Communication and leadership skills in the Computer Science and Information Systems curricula: A case study comparison of US and Bulgarian programs,"V KANABAR, K Kaloyanova - … Science & Education in Computer Science, 2016 - ceeol.com",Google Scholar via SerpApi,2025,https://www.ceeol.com/search/article-detail?id=529696,"… Specifically, we address learning outcomes as they pertain to IT Project Management. Our research reveals that the two countries approach undergraduate education from different …"
Cloud-based CRM systems: Revolutionizing customer engagement in the financial sector with artificial intelligence,"NS Egbuhuzor, AJ Ajayi, EE Akhigbe… - … Journal of Science …, 2021 - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Nnaemeka-Egbuhuzor/publication/389906574_Cloud-based_CRM_systems_Revolutionizing_customer_engagement_in_the_financial_sector_with_artificial_intelligence/links/67d84acc7d56ad0a0f059b5d/Cloud-based-CRM-systems-Revolutionizing-customer-engagement-in-the-financial-sector-with-artificial-intelligence.pdf,Cloud-based Customer Relationship Management (CRM) systems have emerged as transformative tools for enhancing customer engagement in the financial sector. By integrating …
An adaptive-network-based fuzzy inference system for project evaluation,"A Bermudez Peña, JA Lugo García… - Ingeniería y …, 2015 - scielo.org.co",Google Scholar via SerpApi,2025,http://www.scielo.org.co/scielo.php?pid=S0123-21262015000200004&script=sci_arttext,… The use or integration of these techniques with IT project management tools would provide them with the necessary functionalities for their use in environments with changing …
Evaluation of quantitative and mining techniques for reducing software maintenance risks,"A Elzamly, H Burairah - Applied Mathematical Sciences, 2014 - m-hikari.com",Google Scholar via SerpApi,2025,https://m-hikari.com/ams/ams-2014/ams-109-112-2014/elzamlyAMS109-112-2014.pdf,… The study has been conducted on a group of software project management. Successful … We can use more artificial intelligence techniques useful to manage and model software …
Quality of project management education and training programmes,"CN Bodea, M Dascalu, M Coman - International Journal of …, 2010 - igi-global.com",Google Scholar via SerpApi,2025,https://www.igi-global.com/article/quality-project-management-education-training/43919,This paper examines the factors that influence the quality of training and education on project management. The authors present the results of two questionnaire-based surveys. The …
Development of artificial intelligence systems in terms of people-process-data-technology (2PDT),"S Monshizada, H Sarbazhosseini… - Pacific Asia Journal of …, 2023 - aisel.aisnet.org",Google Scholar via SerpApi,2025,https://aisel.aisnet.org/pajais/vol15/iss4/2/,"Background: Artificial Intelligence (AI) has become a ubiquitous phenomenon in recent times, with most organizations today attempting to maneuver their way around developing AI …"
"Relations between electronics, artificial intelligence and information society through information society rules","M Gams, T Kolenik - Electronics, 2021 - mdpi.com",Google Scholar via SerpApi,2025,https://www.mdpi.com/2079-9292/10/4/514,"This paper presents relations between information society (IS), electronics and artificial intelligence (AI) mainly through twenty-four IS laws. The laws not only make up a novel collection…"
PhD Research Project,"M ORKISZ, E ROUX, JC RICHARD, L BITKER - creatis.insa-lyon.fr",Google Scholar via SerpApi,2025,https://www.creatis.insa-lyon.fr/site/sites/default/files/Sujet_EDEEA_2024_Orkisz.pdf,"… The best results have been recently obtained using a segmentation method based on artificial intelligence, namely on an artificial neural network called 3D U-net. The algorithm, trained …"
Innovation Practice and Ability Cultivation of Software Engineering Professional Competition under the Background of Emerging Engineer,"X ZHANG, LI Li - … on Social Science, Education and Human …, 2019 - scholar.archive.org",Google Scholar via SerpApi,2025,https://scholar.archive.org/work/raxigroos5at3ecfap2n2edz3i/access/wayback/http://dpi-proceedings.com/index.php/dtssehs/article/download/33400/31987,"… , creative mining, and practical software project development management process conforming to … This project demands the professional technology of AI artificial intelligence image …"
A novel game theoretic algorithm for project selection under fuzziness,"T Bakshi, SK Sanyal, B Sarkar - 2012 4th International …, 2012 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/6481846/,… ineffective software project management. Success or failure of any project can be attributed … one of the most vital part of software project management. There exist many uncertainties in …
Theorizing IT project success: Direct and indirect effects in a hierarchical framework,"H Kivijärvi - International Journal of Information Technology Project …, 2020 - igi-global.com",Google Scholar via SerpApi,2025,https://www.igi-global.com/article/theorizing-it-project-success/242911,"… Similarly, a significant improvement in IT project management in terms of project success can be obtained by improving the quality of involved factors. A favorable financial situation, …"
Artificial intelligence and digital pathology: where are we now and what are the implementation barriers?,"B Moxley-Wyles, R Colling - Diagnostic Histopathology, 2024 - Elsevier",Google Scholar via SerpApi,2025,https://www.sciencedirect.com/science/article/pii/S1756231724001294,"Artificial intelligence (AI) has garnered significant public attention over the last few years and has become part of our everyday lives. This is no different in histopathology, with vast …"
Intelligent Tutoring System for Computer Science Education and the Use of Artificial Intelligence: A Literature Review.,"RE Francisco, F de Oliveira Silva - CSEDU (1), 2022 - scitepress.org",Google Scholar via SerpApi,2025,https://www.scitepress.org/PublishedPapers/2022/110844/110844.pdf,Education in computer science brings specific challenges to the teaching-learning process. Students spend a lot of time dealing with the complexity of problems and learning to use …
Стратегії управління ІТ-проектами в авіаційній індустрії України,"З Живко, В Панченко, С Родченко - Вчені записки Університету …, 2024 - snku.krok.edu.ua",Google Scholar via SerpApi,2025,http://snku.krok.edu.ua/index.php/vcheni-zapiski-universitetu-krok/article/view/778,"… of artificial intelligence and big data. Based on the results of the study, a model of effective IT project management … Enhancing this strategy through the integration of artificial intelligence, …"
Artificial Intelligence: an astrodynamicits's perspective,"S Szejko, P Ryba - rcvest.southernct.edu",Google Scholar via SerpApi,2025,https://rcvest.southernct.edu/category/ethics/page/69/,"… incorporating new tasks and modifications that can be used as means to mediate or avoid the identified concerns into the software project management plan, and auditing them later. …"
"Conceptualising management of artificial intelligence in terms of people, process, data and technology","S Monshizada, H Sarbazhosseini, M Mohammadian - 2021 - aisel.aisnet.org",Google Scholar via SerpApi,2025,https://aisel.aisnet.org/acis2021/64/,… A key challenge worth noting is IT project management capabilities and the recommendation to adopt agile project management approaches for AI delivery. This highlights …
Artificial intelligence and software engineering: Status and future trends,"J Rech, KD Althoff - KI, 2004 - academia.edu",Google Scholar via SerpApi,2025,https://www.academia.edu/download/76898133/9622_KI_AI-SE-Survey.pdf,"The disciplines of Artificial Intelligence and Software Engineering have many commonalities. Both deal with modeling real world objects from the real world like business processes, …"
"Uncharted dimensions, gaps, and future trends of serious games in software engineering","M Kharbouch, A Vizcaino, JA García-Berná… - Computer Standards & …, 2025 - Elsevier",Google Scholar via SerpApi,2025,https://www.sciencedirect.com/science/article/pii/S0920548924000849,"… Future research should focus on optimizing SG potential across educational and industrial settings by expanding publication visibility, integrating artificial intelligence (AI), and …"
Mining software repositories to acquire software risk knowledge,"CP Chang - 2013 IEEE 14th International Conference on …, 2013 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/6642510/,… Knowing and managing the software risks are important for software project management. The … knowledge can be used to facilitate software project management. The advantage of the …
Differentiated Management of IT Service Workers: Applying Segmentation Theory,"C Trusson - International Journal of Information Technology Project …, 2022 - igi-global.com",Google Scholar via SerpApi,2025,https://www.igi-global.com/article/differentiated-management-of-it-service-workers/304058,… It is proposed that this segmentation is useful for managers practicing in IT functions that combine compatible IT service management and IT project management ‘best practices’. …
"A practical framework for advancing cybersecurity, artificial intelligence and technological ecosystems to support regional economic development and …","A Abisoye, JI Akerele - Int J Multidiscip Res Growth …, 2022 - allmultidisciplinaryjournal.com",Google Scholar via SerpApi,2025,https://www.allmultidisciplinaryjournal.com/uploads/archives/20250219152357_MGE-2025-1-353.1.pdf,"The integration of cybersecurity, artificial intelligence (AI), and advanced technological ecosystems has become a cornerstone for driving regional economic development and fostering …"
"A survey on verification and validation, testing and evaluations of neurosymbolic artificial intelligence","J Renkhoff, K Feng, M Meier-Doernberg… - … Artificial Intelligence, 2024 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10385139/,Neurosymbolic artificial intelligence (AI) is an emerging branch of AI that combines the strengths of symbolic AI and subsymbolic AI. Symbolic AI is based on the idea that intelligence …
Cyber security threat intelligence using data mining techniques and artificial intelligence,"S Gupta, AS Sabitha, R Punhani - Int. J. Recent Technol. Eng, 2019 - academia.edu",Google Scholar via SerpApi,2025,https://www.academia.edu/download/93360520/C5675098319.pdf,… This study proposes a clear rationale of significant artificial intelligence (AI) techniques used for recognizing a cyber-attack. Data analysis can be formulated to guide industries and …
Comparing different estimation methods for software effort,"FA Abulalqader, AW Ali - 2018 1st annual international …, 2018 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/8640924/,"… Abstract: — Software project management begins with a set of collected activities called project planning activity. Before starting a project, the program’s team must evaluate the work to …"
Estimators characteristics and effort estimation of software projects,"H Karna, S Gotovac - 2014 9th international conference on …, 2014 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/7293834/,… Effort estimation is an important part of software project management. Accurate estimates ensure planned project execution and compliance with the set time and budget constraints. …
Campus IoT collaboration and governance using the NIST cybersecurity framework,"J Webb, D Hume - Living in the Internet of Things …, 2018 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/8379712/,"… Some departmental projects were formally submitted through the IT project management framework and requested technology resources such as micro computing resources, sensors, …"
Software supply chain security of power industry based on BAS technology,"B Jin, Z Zhou, F Long, H Xu, S Chen… - … Artificial Intelligence …, 2022 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10102150/,… How to combine project management with system certification to establish a scientific and feasible software project management process that can both meet the certification …
Cyberbullying detection on social media,"H HUANG, D QI - Higher Education and Oriental Studies, 2023 - heos.asia",Google Scholar via SerpApi,2025,http://www.heos.asia/ojs/index.php/heos/article/view/95,"… experience in financial data project management in commercial banks and the People's Bank of China, and 3 years of experience in artificial intelligence software project development. …"
Software Development Effort Estimation Techniques: A,"R hma Chawla, D Ahlawat, M Kumar - 2014 - academia.edu",Google Scholar via SerpApi,2025,https://www.academia.edu/download/75013565/Software_Development_Effort_Estimation_T20211122-11738-1hqfwyj.pdf,… The accurate effort estimation in software project management process is major challenge. This paper is a systematic reviewof classic and contemporary literature on software effort …
Assessment of time reduction when using a modified task-tracking methodology in IT project management,"RA Sharaeva, VV Kugurakova - Program Systems: Theory and …, 2022 - mathnet.ru",Google Scholar via SerpApi,2025,https://www.mathnet.ru/eng/ps405,"RA Sharaeva, VV Kugurakova, “Assessment of time reduction when using a modified task-tracking methodology in IT project management”, Program Systems: Theory and Applications, …"
Evolutionary Trends in Decision Sciences Education Research From Simulation and Games to Data Analytics and Generative Artificial Intelligence,"IJ Akpan, AA Akpan - 2024 - preprints.org",Google Scholar via SerpApi,2025,https://www.preprints.org/frontend/manuscript/bffe7253c22bf4016d721526d73237c0/download_pub,Decision sciences (DSC) involve studying complex dynamic systems and processes to aid informed choices subject to constraints in uncertain conditions. It integrates multidisciplinary …
Researching Etiquette Figures of Hercule Poirot's Character Using Javascript Libraries React and Node. Js,"M Karpa, N Kunanets, V Skorokhodaa - Computational linguistics, 2022 - ceur-ws.org",Google Scholar via SerpApi,2025,https://ceur-ws.org/Vol-3295/paper2.pdf,"… IT project management is the process of planning, organizing, and delineating responsibility … linguistics, machine translation, and artificial intelligence systems before starting this project…"
New direction of nuclear code development: artificial intelligence,"L Lin, X Wang - Nuclear Power Plant Design and Analysis Codes, 2021 - Elsevier",Google Scholar via SerpApi,2025,https://www.sciencedirect.com/science/article/pii/B9780128181904000231,"… For software project management, verification checks whether the designed specifications are correctly realized, and validation checks whether the software fulfills the user’s needs. …"
Positive psychology in information technology project management: the case of bad news reporting,"J Natovich, Z Derzy, R Natovich - International Journal of Information …, 2013 - igi-global.com",Google Scholar via SerpApi,2025,https://www.igi-global.com/article/positive-psychology-in-information-technology-project-management/102479,… This paper is an initial study on the impact of positive psychology on IT project management. Prior studies have found that High Psychological Positive Capital (PsyCap) of individuals is …
Rightsizing project management for libraries,"V Harper - Library Leadership & Management, 2018 - llm.corejournals.org",Google Scholar via SerpApi,2025,https://llm.corejournals.org/llm/article/view/7215,"… The best option … is therefore to adopt a less formal project management framework which will give guidance without being excessively prescriptive.”Fagan and Keach, having …"
Levels of development definition for 4D simulation of construction projects,A Hammad - researchgate.net,Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Michel-Guevremont/publication/343794868_Levels_of_Development_Definition_for_4D_Simulation_of_Construction_Projects/links/61eb2cf6c5e3103375afbd3e/Levels-of-Development-Definition-for-4D-Simulation-of-Construction-Projects.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9,"Virtual design and construction (VDC) is expect-ed to increase the profitability of companies, contribute to more efficient work processes and improve project quality; it is also expected …"
A Survey on Application of Artificial Intelligence Techniques for Prognostics,"T Hussain - Available at SSRN 4549259, 2023 - papers.ssrn.com",Google Scholar via SerpApi,2025,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4549259,Prognostics is an engineering term which deals with the prediction of a failure and finding out remaining useful life (RUL) based on acquired condition monitoring data. Prognostics help …
Application of Improved CNN Technology in Medical Imaging Course,"QI DONGKAI, H HUANG - Higher Education and Oriental Studies, 2022 - heos.asia",Google Scholar via SerpApi,2025,http://www.heos.asia/ojs/index.php/heos/article/view/85,"… experience in financial data project management in commercial banks and the People's Bank of China, and 3 years of experience in artificial intelligence software project development. …"
ARTIFICIAL INTELLIGENCE IN DERMATOLOGY: CURRENT APPLICATIONS AND FUTURE INNOVATIONS,"MA Ghafoor, A Ali, U Aziz, R Mahmood, M Salahuddin… - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Rashid-Mahmood-27/publication/396020302_ARTIFICIAL_INTELLIGENCE_IN_DERMATOLOGY_CURRENT_APPLICATIONS_AND_FUTURE_INNOVATIONS/links/68de086bd221a404b2a4a390/ARTIFICIAL-INTELLIGENCE-IN-DERMATOLOGY-CURRENT-APPLICATIONS-AND-FUTURE-INNOVATIONS.pdf,… Artificial intelligence's (AI) role in dermatology is given in this study. Our conversation centers on … Leveraging artificial intelligence to optimize software project management: Enhancing …
A review of image annotation tools for object detection,"B Pande, K Padamwar, S Bhattacharya… - … Artificial Intelligence …, 2022 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/9792665/,… Deep learning has gotten a lot of attention in the last decade and has become a dominant technology in the field of artificial intelligence. Object detection is regarded as one of the most …
Development of the Effort Estimation Model Using Fuzzy Decision Tree,"A Kumar, SK Sehra, YS Brar, N Kaur - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Sumeet-Kaur-Sehra/publication/281334738_Development_of_the_Effort_Estimation_Model_Using_Fuzzy_Decision_Tree/links/56a0686008aee4d26ad3b8df/Development-of-the-Effort-Estimation-Model-Using-Fuzzy-Decision-Tree.pdf,… Figure 1 describes the basic relationship with effort estimation and project management ie software project management (SPM)[4] is an activity that helps to the project managers to bind …
Data Center and IT Equipment Installation in an Old Building: A Case Study of a Government Office in Thailand,"Y Charoensuk, K Chimmanee… - 2024 8th International …, 2024 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10810649/,"… designs a guideline for IT project management for a data center … grows and is driven by artificial intelligence, blockchain, big … The research articles are studies on IT project management […"
Leveraging Artificial Intelligence to Enhance Strategic Information Systems: A Competitive Edge for the Logistics Industry,"WK Chong, SC Pe, MNN Roslan… - Journal of Advanced …, 2025 - karyailham.com.my",Google Scholar via SerpApi,2025,http://karyailham.com.my/index.php/arbms/article/view/462,Artificial Intelligence (AI) is revolutionizing how strategic information systems (SIS) operate across industries by offering organizations new ways to gain a sustainable competitive …
O-plan: the open planning architecture,"K Currie, A Tate - Artificial intelligence, 1991 - Elsevier",Google Scholar via SerpApi,2025,https://www.sciencedirect.com/science/article/pii/000437029190024E,"… The UK Alvey Programme PLANIT Collaborative Club provided data from a Price-Waterhouse software project management application, relating to the control of a project to develop an …"
Business intelligence adoption for small and medium enterprises: conceptual framework,"IAA Alsibhawi, JB Yahaya, HB Mohamed - Applied Sciences, 2023 - mdpi.com",Google Scholar via SerpApi,2025,https://www.mdpi.com/2076-3417/13/7/4121,"… should be expanded to include IT project management in businesses, information quality, … for technology-driven initiatives, IT project management teams, management methods for …"
Steps in the Ontological Modelling of the Software Verification and Validation Activities,"J Dolado, PJ Tuya González, D Rodríguez - 2002 - cc.uah.es",Google Scholar via SerpApi,2025,http://www.cc.uah.es/drg/c/2002DoladoSV02.pdf,"… The current work has its roots in the issues related to the integration of information in software project management. Among the tasks, data and decisions that the project manager has to …"
An Iterative Pixel-Based Dimensional Voting Model for High Spatial-Resolution Image Classification,"MAM Pouzi, HNA Hamed, MR Othman… - … of Modelling and …, 2025 - arqiipubl.com",Google Scholar via SerpApi,2025,http://arqiipubl.com/ojs/index.php/AMS_Journal/article/view/859,"… in information technology majoring in artificial intelligence from Universiti Utara Malaysia, … , software testing, requirement engineering and software project management. A major part of …"
Enhancing the performance of software effort estimation through boosting ensemble learning,"IG Chelaru - 2023 25th International Symposium on Symbolic …, 2023 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10522732/,"… The artificial intelligence domain is growing at a rapid pace, bringing more and more … essential step for planning and overseeing software project development, for delivering the product …"
Integrating uncertainty in software effort estimation using Bootstrap based Neural Networks,"S Laqrichi, F Marmier, D Gourc, J Nevoux - IFAC-PapersOnLine, 2015 - Elsevier",Google Scholar via SerpApi,2025,https://www.sciencedirect.com/science/article/pii/S2405896315004450,"… Abstract: Software effort estimation is a crucial task in the software project management. It is the basis for subsequent planning, control, and decision-making. Reliable effort estimation is …"
Automated monitoring innovations for efficient and safe construction practices,"MA Musarat, AM Khan, WS Alaloul, N Blas… - Results in Engineering, 2024 - Elsevier",Google Scholar via SerpApi,2025,https://www.sciencedirect.com/science/article/pii/S2590123024003116,"As construction projects increase in complexity, there are growing challenges with conventional monitoring methods in terms of efficiency, safety, and competitiveness. Traditional …"
POSSIBILITIES OF APPLICATION OF ARTIFICIAL INTELLIGENCE IN BUSINESS IMPROVEMENT,"N Denic, K Stojanovic - Pravo, ekonomija i menadžment u savremenim … - fpsp.edu.rs",Google Scholar via SerpApi,2025,https://www.fpsp.edu.rs/sites/default/files/2023-07/LEMiMA%20%E2%80%93%20knjiga%201.pdf#page=165,"… that the application of artificial intelligence in companies largely depends on … artificial intelligence in business, which includes a clear strategy, development of IT project management …"
e-Waste Management Awareness Program in Solomon Island: A Project Risk Management Framework,"S Ahmed - International Journal of Information Technology Project …, 2019 - igi-global.com",Google Scholar via SerpApi,2025,https://www.igi-global.com/article/e-waste-management-awareness-program-in-solomon-island/224930,… The purpose of this paper is to construct a project management framework for e-waste management awareness program in Honiara town to reduce e-waste with following initiatives: …
Peran artificial intelligence sebagai salah satu faktor dalam menentukan kualitas mahasiswa di era Society 5.0,"A Yani - Journal of Education Research, 2024 - jer.or.id",Google Scholar via SerpApi,2025,https://jer.or.id/index.php/jer/article/view/963,… often use the assistance of Artificial Intelligence in various activities to support their activities. The aim of this research is to determine the role of Artificial Intelligence as one of the factors …
Lean IT with value stream mapping analysis: A case study in software development life cycle process,"BK Jeong, SY Ji, DH Jeong - Information Resources Management …, 2022 - igi-global.com",Google Scholar via SerpApi,2025,https://www.igi-global.com/article/lean-it-with-value-stream-mapping-analysis/291527,"… Collection topics include Artificial Intelligence, Data Science, Language Learning, Marketing … This provides a powerful base for IT project management and enables the IT department to …"
Sustainable social development through the use of artificial intelligence and data science in education during the COVID emergency: A systematic review …,"V Aguilar-Esteva, A Acosta-Banda, R Carreño Aguilera… - Sustainability, 2023 - mdpi.com",Google Scholar via SerpApi,2025,https://www.mdpi.com/2071-1050/15/8/6498,"In this paper, we aimed to investigate how sustainable development can be involved in educational contexts that use new trends in technology such as Artificial Intelligence (AI) and …"
Research on software quality assurance based on software quality standards and technology management,"P Shen, X Ding, W Ren, C Yang - … , Artificial Intelligence …, 2018 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/8441142/,"… This allows the software development process from the first stage to follow the software quality standards, and from the initial stage, the software project development team has a clear …"
Efficient software test management system based on microservice architecture,"P Jiang, Y Shen, Y Dai - … Technology and Artificial Intelligence …, 2022 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/9836605/,"… the core design of the test management system, this paper establishes standardized test cases, runs the test case work through the whole process of software project development, …"
Application of artificial intelligence for recruitment in manufacturing industries,"K Umachandran - Journal of Emerging Technologies, 2021 - journals.jozacpublishers.com",Google Scholar via SerpApi,2025,https://www.journals.jozacpublishers.com/index.php/jet/article/view/39,Journal of Emerging Technologies (JET) pplication of artificial intelligence for recruitment in manufacturing industries Page 1 Research Article: This article is published by JFP …
Advancing Information Technology in the Waste Management World,"B Slater, G Smylie, S Thompson, H Bruemmer - 2008 - archivedproceedings.econference.io",Google Scholar via SerpApi,2025,https://archivedproceedings.econference.io/wmsym/2008/pdfs/8145.pdf,"… Specific techniques, such as the use of customizable software lifecycle management … can be further enhanced with the use of artificial intelligence techniques to tackle problems such as …"
Replacing project managers in information technology projects: Contradictions that explain the phenomenon,"K Liikamaa, T Vartiainen, M Pirhonen… - International Journal of …, 2015 - igi-global.com",Google Scholar via SerpApi,2025,https://www.igi-global.com/article/replacing-project-managers-in-information-technology-projects/129031,"… Collection topics include Artificial Intelligence, Data Science, Language Learning, Marketing and … extend to education, practice, and research in the context of IT project management. …"
B. TECH VII SEM,BTV SEM - ksrmce.ac.in,Google Scholar via SerpApi,2025,https://www.ksrmce.ac.in/demo1/SYLLABUS/R15UG%20CSE4.pdf,"Objectives Upon completion, students will be able to explain and apply fundamental algorithms and techniques in the area of natural language processing (NLP). In particular, students …"
The Power of Artificial Intelligence and Digital Transformation in Tourism and Travel,"NSO Al-Shukailia, WB NR, JS Al Jabric, SA Al Saadid - icapth.utas.edu.om",Google Scholar via SerpApi,2025,https://icapth.utas.edu.om/wp-content/uploads/2025/07/THEME-II-Paper14.pdf,"… Their area of interest are Artificial Intelligence projects and Software engineering. They have good experience in software project development, research and User Experience Design …"
Infrastructure elements for smart campuses: A bibliometric analysis,"T Omotayo, A Moghayedi, B Awuzie, S Ajayi - Sustainability, 2021 - mdpi.com",Google Scholar via SerpApi,2025,https://www.mdpi.com/2071-1050/13/14/7960,"… identified that IT project management, traditional … for artificial intelligence to be cohesive with E-learning platforms for students and mobile learning applications. IT project management …"
The impact of group cohesiveness on decision-making outcomes under conditions of challenging and hindrance time pressure,"G Lohan, T Acton, K Conboy - 2013 - aisel.aisnet.org",Google Scholar via SerpApi,2025,https://aisel.aisnet.org/irwitpm2013/2/,"… inclusion in International Research Workshop on IT Project Management 2013 by an authorized … Technological advances in systems design, artificial intelligence and machine learning …"
Ενίσχυση του ΙΤ Project management με την ενσωμάτωση λύσεων τεχνητής νοημοσύνης και τεχνολογιών Blockchain,Ε Μπούσμπου - 2025 - hephaestus.nup.ac.cy,Google Scholar via SerpApi,2025,https://hephaestus.nup.ac.cy/handle/11728/12922,… The integration of Artificial Intelligence (AI) and Blockchain technologies in IT Project Management presents an innovative approach to addressing challenges such as resource …
Candidates to occupy the position,AV Atanassov - 2020 - mmu2.uctm.edu,Google Scholar via SerpApi,2025,https://mmu2.uctm.edu/uctm/downloads/NS_AD/AD/Atanas_Atanasov/rec_K_Stoilova_EN.pdf,The evaluation of the relevance of the research must be substantiated. The candidate’s researches are in actual scientific domains like:• Predictive Maintenance of Technological …
"Engaging with artificial intelligence (AI) with a bottom-up approach for the purpose of sustainability: Victorian farmers market association, Melbourne Australia","S Camaréna - Sustainability, 2021 - mdpi.com",Google Scholar via SerpApi,2025,https://www.mdpi.com/2071-1050/13/16/9314,"Artificial intelligence (AI) is impacting all aspects of food systems, including production, food processing, distribution, and consumption. AI, if implemented ethically for sustainability, can …"
A fuzzy decision tree to estimate development effort for web applications,"A Idri, S Elyassami - … Journal of Advanced Computer Science and …, 2011 - academia.edu",Google Scholar via SerpApi,2025,https://www.academia.edu/download/70084514/727f434939570d90441f832acde8a6887ddd.pdf,"… Estimation software project development effort remains a … budgets during software project development. Unfortunately, … on a set of artificial intelligence techniques such as artificial …"
BUSINESS PROCESS SYSTEM,"I Module - AMITY UNIVERSITY, CHHATTISGARH - amity.edu",Google Scholar via SerpApi,2025,https://www.amity.edu/raipur/pdf/mba__general.pdf#page=45,"… This course is to familiarizing students the concept of Software Project Management, which is an umbrella activity within software engineering.. It begins before any technical activity is …"
"Using Intelligent Agents in Military Simulation or"" Using Agents Intelligently"".","G Tidhar, C Heinze, S Goss, G Murray, D Appla, I Lloyd - AAAI/IAAI, 1999 - cdn.aaai.org",Google Scholar via SerpApi,2025,https://cdn.aaai.org/IAAI/1999/IAAI99-117.pdf,"… in the existing simulation systems, experts in artificial intelligence, and experts in software engineering and software project management. The number of active team members and their …"
Search UTHealth Houston,"DNP Angela Ross, F PHCNS-BC, D PMP - sbmi.uth.edu",Google Scholar via SerpApi,2025,https://sbmi.uth.edu/faculty-and-staff/angela-ross.htm,"… earned a BSN from Dillard University, an MPH from Tulane University, an MS in nursing informatics from the University of Maryland, a Master's Certificate in IS/IT project management …"
