title,authors,doi,year,abstract
A comprehensive Analysis on Diagnosis of Alzheimer Disease Using Generative Adversarial Network,D. Joon; R. Kumar; M. Gupta; A. J. Obaid,10.1109/ACCAI61061.2024.10602112,2024,"Chronic stress in daily life causes physiological changes, including melancholy, anxiety, and cognitive deterioration. AD, the most common type of dementia in older people, is characterized by gradual memory loss, disorientation, and reduced language and decision-making skills. The major research databases (including Scopus, Web of Science, and IEEE Explore) are used to search for articles on generative adversarial networks (GANs) to analyze AD. To identify similar articles, search engines employ keywords, like “Alzheimer’s,” “detection,” “Magnetic Resonance Imaging (MRI),” “GAN,” and so on. Following a comprehensive screening method, 532 abstracts are gathered from multiple databases, and 19 full-text articles are selected for review. The analysis focuses on articles that use preexisting AD image datasets, implementing Machine Learning (ML) and GAN. Further, Deep Convolutional GANs (DCGANs), Wasserstein GANs (WGANs), Conditional GANs (CGAN), and Auxiliary Classifier GANs (ACGANs) are being investigated. Performance metrics such as sensitivity, specificity, F1-score, Recall, Precision, AUC, loss functions, and accuracy are discussed. This study consistently shows that GANs excel over other ML algorithms in terms of diagnostic accuracy. However, difficulties still exist in integrating multi-modal imaging data and attaining generalization across different datasets. Finally, this thorough work sheds light on the use of GANs for the systematic and non-invasive detection of AD using neuroimage analysis."
Advancements in Arabic Text-to-Speech Systems: A 22-Year Literature Review,K. Chemnad; A. Othman,10.1109/ACCESS.2023.3260844,2023,"Although there are several speech synthesis models available for different languages tailored to specific domain requirements and applications, there is currently no readily available information on the latest trends in Arabic language speech synthesis. This can make it challenging for beginners to research and develop text-to-speech (TTS) systems for Arabic. To address this issue, this article provides a comprehensive overview of several scholars’ contributions to the field of Arabic TTS, along with an examination of the unique features of the Arabic language and the corresponding challenges in creating TTS systems. Reporting only on papers discussing Arabic TTS, this systematic review evaluated available literature published between 2000 and 2022. We conducted a systematic review of six databases using the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines to identify studies that addressed Arabic Text-to-Speech systems. Of the 3719 articles identified, only 36 (0.96%) met our search criteria. Bibliometric analyses of these studies were conducted and reported. The results highlight the main types of speech synthesis techniques used in TTS systems: concatenative, formant, deep neural network (DNN), hybrid models, and multiagent. The corpora used to develop these systems, as well as the diacritization techniques incorporated, evaluation techniques, and the results of the performance of the systems are reported. Subjective evaluation using the mean opinion score is the most commonly applied method to measure the accuracy of systems. This study also identifies gaps in the literature and makes recommendations for future research directions."
Systematic Review on Interpretability in Computer-Aided Alcohol Use Disorder Diagnosis,N. Z. Janah; A. E. Permanasari; N. A. Setiawan,10.1109/ICWT62080.2024.10674675,2024,"Numerous studies have investigated the detection of AUD using EEG signals. However, the real-world implementation of diagnostic systems is hindered by users’ difficulty in understanding the rationale behind a decision. This study presents a systematic literature review based on PRISMA guidelines, utilizing journal and conference articles from 2019 to 2023 obtained from Scopus. Among 66 collected studies, feature engineering techniques dominated by EEG sub band decomposition processes, followed by time-domain feature extraction, EEG conversion to images, and brain connectivity features. With advancements in computation, comprehensive hybrid features and raw EEG data are emerging as inputs for classifiers. Some studies also use dimensionality reduction techniques such as statistical analysis, optimization methods, feature reduction methods, and manual selection. Moreover, while black box classifier models are widely used, intrinsically interpretable classifiers exhibit no significant differences in accuracy performance. Future work aims to develop AUD detection systems with enhanced interpretability while maintaining robust classification performance, utilizing features informed by experts’ domain knowledge to facilitate decision explanation."
Toward a Digital Twin for Arthroscopic Knee Surgery: A Systematic Review,Ø. Bjelland; B. Rasheed; H. G. Schaathun; M. D. Pedersen; M. Steinert; A. I. Hellevik; R. T. Bye,10.1109/ACCESS.2022.3170108,2022,"The use of digital twins to represent a product or process digitally is trending in many engineering disciplines. This term has also been recently introduced in the medical field. In arthroscopic surgery education, the paradigm shift from apprenticeship to simulation training has driven the need for better simulators, and the current focus is on improving simulators with respect to computational efficiency and system accuracy. However, expanding surgical simulations towards digital twins has not yet been explored. This paper introduces the digital twin concept for arthroscopic surgery, and explores its potential in light of the existing scientific literature. Thus, a systematic review was conducted to summarize and analyze the literature with respect to fast and robust design of an arthroscopic digital twin using patient-specific information, and methods for interactive surgical soft tissue simulation. The review was conducted using the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) protocol with three reliable scientific search engines: IEEE Xplore, ScienceDirect and PubMed. Eighty papers were included in the review, and the extracted data included modeling methods, tissue types, constitutive behavior, computational efficiency or accuracy, hardware configuration, haptic device description, software tools, and system architectures. Considering the review, a novel macro-level conceptual arthroscopic digital twin system is presented, and the applicability of the review findings for the identified subsystems are discussed. The proposed system integrates patient-specific images, diagnostic data, intraoperative sensor data, and surgical practice as inputs, and conceptually enables surgical skills training, preoperative planning, and a database of virtual surgeries."
An Amplified COCOMO-II Based Cost Estimation Model in Global Software Development Context,J. A. Khan; S. U. R. Khan; T. A. Khan; I. U. R. Khan,10.1109/ACCESS.2021.3089870,2021,"Global Software Development (GSD) projects comprise several critical cost drivers that affect the overall project cost and budget overhead. Thus, there is a need to amplify the existing model in GSD context to reduce the risks associated with cost overhead. Motivated by this, the current work aims at amplifying the existing algorithmic model with GSD cost drivers to get efficient estimates in the context of GSD. To achieve the targeted research objective, current state-of-the-art cost estimation techniques and GSD models are reported. Furthermore, the current study has proposed a conceptual framework to amplify the algorithmic COCOMO-II model in the GSD domain to accommodate additional cost drivers empirically validated by a systematic review and industrial practitioners. The main phases of amplification include identifying cost drivers, categorizing cost drivers, forming metrics, assignment of values, and finally altering the base model equation. Moreover, the proposed conceptual model's effectiveness is validated through expert judgment, case studies, and Magnitude of Relative Estimates (MRE). The obtained estimates are efficient, quantified, and cover additional GSD aspects than the existing models; hence we could overcome the GSD project's overall risk by implementing the model. Finally, the results indicate that the model needs further calibration and validation."
"Strategic Integration of HR, Organizational Management, Big Data, IoT, and AI: A Comprehensive Framework for Future-Ready Enterprises",V. Chavan; Nagendra; M. Roshif U; A. R.; A. Joshi; D. Jha,10.1109/ICONSTEM60960.2024.10568704,2024,"This exploration paper proposes a comprehensive frame aimed at fostering unborn-ready enterprises through the strategic integration of Human coffers(HR), Organizational Management, Big Data, the Internet of Things (IoT), and Artificial Intelligence(AI). By synthesizing these critical factors, the frame seeks to optimize organizational effectiveness, enhance decision-making processes, and acclimatize proactively to evolving request dynamics. Through a methodical review of being literature and empirical substantiation, the paper delineates the interconnectedness of these rudiments and elucidates their collaborative impact on organizational performance and dexterity. likewise, it explores perpetration strategies and implicit challenges associated with espousing such an intertwined approach. This paper not only contributes to the theoretical understanding of strategic operation but also provides practical perceptivity for directors and directors seeking to navigate the complications of the contemporary business geography and place their associations for sustained success in a decreasingly digitized and competitive terrain."
"Technological Solutions for Sign Language Recognition: A Scoping Review of Research Trends, Challenges, and Opportunities",B. Joksimoski; E. Zdravevski; P. Lameski; I. M. Pires; F. J. Melero; T. P. Martinez; N. M. Garcia; M. Mihajlov; I. Chorbev; V. Trajkovik,10.1109/ACCESS.2022.3161440,2022,"Sign languages are critical in conveying meaning by the use of a visual-manual modality and are the primary means of communication of the deaf and hard of hearing with their family members and with the society. With the advances in computer graphics, computer vision, neural networks, and the introduction of new powerful hardware, the research into sign languages has shown a new potential. Novel technologies can help people learn, communicate, interpret, translate, visualize, document, and develop various sign languages and their related skills. This paper reviews the technological advancements applied in sign language recognition, visualization, and synthesis. We defined multiple research questions to identify the underlying technological drivers that strive to improve the challenges in this domain. This study is designed in accordance with the PRISMA methodology. We searched for articles published between 2010 and 2021 in multiple digital libraries (i.e., Elsevier, Springer, IEEE, PubMed, and MDPI). To automate the initial steps of PRISMA for identifying potentially relevant articles, duplicate removal and basic screening, we utilized a Natural Language Processing toolkit. Then, we performed a synthesis of the existing body of knowledge and identified the different studies that achieved significant advancements in sign language recognition, visualization, and synthesis. The identified trends based on analysis of almost 2000 papers clearly show that technology developments, especially in image processing and deep learning, are driving new applications and tools that improve the various performance metrics in these sign language-related task. Finally, we identified which techniques and devices contribute to such results and what are the common threads and gaps that would open new research directions in the field."
Safety Hazard Prediction System for Nuclear Power Construction Stage Based on Deep Learning,H. Yu,10.1109/ICEDCS64328.2024.00215,2024,"The construction of nuclear power projects spans the entire cycle from survey, civil engineering, installation to commissioning, and the various stages of construction activities are complex and varied. Faced with these challenges, the application of computer technology has become crucial. Through the efficient data processing capabilities of computers, massive amounts of data generated at each stage can be collected and analyzed in real-time, providing strong support for security management. This not only enhances the timeliness of hazard identification, but also promotes the precise implementation of risk prevention and control measures, providing a solid guarantee for the smooth progress of nuclear power engineering construction. Therefore, this article intends to conduct research on a risk warning system for nuclear power construction based on deep learning, in order to accurately predict safety hazards in the process of nuclear power construction and timely prevent and control them. By collecting and organizing typical safety accident case data in the domestic nuclear power construction process, a comprehensive and rich safety accident database will be established. This article takes the hidden danger database associated with the smart construction site system of a nuclear power project under construction as a specific example and analysis object, and automatically extracts features from massive data and uses advanced deep learning algorithms such as Convolutional Neural Networks (CNN) and Recurrent Neural Networks (RNN) to train and optimize samples, establishing an efficient and accurate prediction model. During the time periods of 8:00 to 9:00 and 17:15 and 17:30 on October 23, 2023, the predicted results of the model were consistent with the true labels, and the prediction confidence was high, indicating that the model had a high degree of confidence in the safety status at these times. The research results of this article will provide strong technical support for accident risk prevention and control in the process of nuclear power construction."
Predicting Students' Software Engineering Class Performance with Machine Learning and Pre-Class GitHub Metrics,J. Cui; F. Zhou; R. Zhang; R. Li; C. Liu; E. Gehringer,10.1109/FIE58773.2023.10343357,2023,"Research into predicting students' performance in computer science classes has been conducted globally for over five decades. Numerous metrics, including performance in prior courses, demographic information, and programming experience, have been used to predict success in computer science. Various analytical methods, such as linear regression, decision trees, ensemble methods, and even neural networks, have also been explored. In this study, we investigate whether pre-class GitHub contribution metrics, combined with machine learning techniques, can forecast student performance in a software engineering class. We address two research questions in this paper. Firstly, can pre-class GitHub contribution metrics predict students' performance? Secondly, which machine learning technique is most effective in predicting student performance? We collected data from 802 students over five years and 11 semesters, including pre-class GitHub contribution stats, students' exam grades, project grades, documentation grades, and review writing grades. Eight different machine learning methods were then tested to predict in-class performance using pre-class GitHub contributions. Our results indicate that exam performance can be relatively accurately predicted by machine learning methods. Ensemble methods such as Random Forest, AdaBoost, and XGBoost performed better than other methods. This suggests that pre-class GitHub contribution metrics can be a useful tool for predicting students' performance in software engineering classes, carrying significant implications for educators. This approach can help educators identify at-risk students at the earliest point in the class, enabling early intervention strategies to prevent failure. Our study uniquely utilizes pre-class GitHub contributions, providing a preliminary indication of a student's familiarity with the course material. While prior research has focused on using in-class data to predict student performance, our approach identifies struggling students from the very beginning. We believe this can provide the most beneficial support for students."
"Utilization of Data Governance as Support for Quality Assurance in the Systems Engineering Program at the Universidad Cooperativa de Colombia, Ibagué Espinal Campus",O. A. Diaz Triana; F. Gutierrez Portela; F. A. Reina; E. Catherine Oviedo Barbosa; G. R. Higuera,10.1109/AmITIC62658.2024.10747646,2024,"This article presents a systematic literature review on data governance in educational institutions, focusing on the case of Universidad Cooperativa de Colombia, Campus Ibagué Espinal. Using a structured methodology based on PRISMA guidelines, 43 articles were selected and analyzed to identify current trends, challenges, and opportunities in data governance. The review highlights the importance of data governance in supporting educational quality assurance and continuous improvement processes. Key findings include the evolution of governance frameworks, integration of emerging technologies like AI and blockchain, and the establishment of clear policies for data management and privacy protection. The study underscores the role of robust technological infrastructure and regulatory frameworks in enhancing data governance initiatives, ensuring data accuracy, reliability, and availability for informed decision-making. Proposed recommendations include a comprehensive framework for data management and governance tailored to educational accreditation processes, aimed at optimizing educational and administrative processes and fostering institutional excellence and student success."
Factors Affecting On-Time Delivery in Large-Scale Agile Software Development,E. Kula; E. Greuter; A. van Deursen; G. Gousios,10.1109/TSE.2021.3101192,2022,"Late delivery of software projects and cost overruns have been common problems in the software industry for decades. Both problems are manifestations of deficiencies in effort estimation during project planning. With software projects being complex socio-technical systems, a large pool of factors can affect effort estimation and on-time delivery. To identify the most relevant factors and their interactions affecting schedule deviations in large-scale agile software development, we conducted a mixed-methods case study at ING: two rounds of surveys revealed a multitude of organizational, people, process, project and technical factors which were then quantified and statistically modeled using software repository data from 185 teams. We find that factors such as requirements refinement, task dependencies, organizational alignment and organizational politics are perceived to have the greatest impact on on-time delivery, whereas proxy measures such as project size, number of dependencies, historical delivery performance and team familiarity can help explain a large degree of schedule deviations. We also discover hierarchical interactions among factors: organizational factors are perceived to interact with people factors, which in turn impact technical factors. We compose our findings in the form of a conceptual framework representing influential factors and their relationships to on-time delivery. Our results can help practitioners identify and manage delay risks in agile settings, can inform the design of automated tools to predict schedule overruns and can contribute towards the development of a relational theory of software project management."
Opportunities and Challenges from the Intersection of Engineering and the Digital Economy: A Mini Review,P. Onu; A. A. Adesoji; A. Emmanuel,10.1109/SEB4SDG60871.2024.10630211,2024,"The synergistic relationship between engineering and the digital economy is comprehensively analyzed in this exploratory study, providing an understanding of the intricate interplay that has emerged between these domains. Engineering principles actively shape the digital economy's transformative journey, redefining industries rather than simply adapting to them. The scope of the study is within the broader framework of technological advancement, emphasizing the mutually beneficial relationship between engineering and the digital economy. It acknowledges that technological advances, driven by fundamental engineering principles, are propelling the digital economy as a powerful force that reshapes industries worldwide. In addition to acknowledging this convergence, the study discusses the fundamental objective of our inquiry: to gain a comprehensive understanding of the opportunities and challenges that emerge at the juncture of engineering and the digital economy. It lays the foundation for a detailed examination, characterizing the inquiry as investigating symbiotic influences, potential advantages, and inherent complexities. Consequently, the study highlights the dynamic nature of the digital environment, underscoring the need for stakeholders in engineering and digital economies to evolve and adapt constantly."
A Threat Intelligence Event Extraction Conceptual Model for Cyber Threat Intelligence Feeds,J. H. Al-Yasiri; M. F. Bin Zolkipli; N. F. N. M. Farid; M. Alsamman; Z. A. Mohammed,10.1109/NETAPPS63333.2024.10823639,2024,"In response to the escalating cyber threats, the efficiency of Cyber Threat Intelligence (CTI) data collection has become paramount in ensuring robust cybersecurity. However, existing works encounter significant challenges in preprocessing large volumes of multilingual threat data, leading to inefficiencies in real-time threat analysis. This paper presents a systematic review of current techniques aimed at enhancing CTI data collection efficiency. Additionally, it proposes a conceptual model to further advance the effectiveness of threat intelligence feeds. Following the PRISMA guidelines, the review examines relevant studies from the Scopus database, highlighting the critical role of artificial intelligence (AI) and machine learning models in optimizing CTI data preprocessing. The findings underscore the importance of AI -driven methods, particularly supervised and unsupervised learning, in significantly improving the accuracy of threat detection and event extraction, thereby strengthening cybersecurity. Furthermore, the study identifies a gap in the existing research and introduces XBC conceptual model integrating XLM-RoBERTa, BiGRU, and CRF, specifically developed to address this gap. This paper contributes conceptually to the field by providing a detailed analysis of current CTI data collection techniques and introducing an innovative conceptual model to enhance future threat intelligence capabilities."
Performance analysis of Multipath Transport layer schedulers under 5G/B5G hybrid networks,P. S. Kumar; N. Fatima; P. Saxena,10.1109/COMSNETS53615.2022.9668483,2022,"In this paper, we present a comprehensive analysis and comparison of several multipath schedulers under 5G/B5G hybrid networks. Specifically, we have developed a physical testbed and integrated nine different schedulers including schedulers from both multipath TCP (MPTCP) and multipath QUIC (MPQUIC) transport layer protocols. Our results present the systematic comparison of the schedulers under different packet loss ratio, bandwidth, delay, etc. Finally, we also present results to quantify the impact of bandwidth outages and fluctuations on the performance of the multipath transport layer schedulers. Additionally, we also present a systematic literature review (SLR) on multipath transport layer schedulers using preferred reporting items for systematic reviews and meta-analyses (PRISMA) guidelines to gather and analyse the information on the current state-of-the-art. One of the main contributions of the SLR is to broadly classify the research in the multipath transport domain into different categories and identify the key findings of the current published literature."
"A Review of Deep Learning-Based Anomaly Detection Strategies in Industry 4.0 Focused on Application Fields, Sensing Equipment, and Algorithms",A. Liso; A. Cardellicchio; C. Patruno; M. Nitti; P. Ardino; E. Stella; V. Renò,10.1109/ACCESS.2024.3424488,2024,"Anomaly detection is a topic of interest in several areas, ranging from Industry 4.0 to Energy Management, Smart Agriculture, Cybersecurity, and Bioinformatics. In a wide sense, detecting anomalies implies finding samples generated within a process that differs from its standard data generation mechanisms. Identifying these samples is extremely important for a variety of reasons, depending on the specific application and scenario, ranging from the minimization of production costs to maintaining the required safety standards. As such, the increasing availability of wide networks of sensors that yield large amounts of data characterizing the processes under observation allowed the large adoption of deep learning techniques, which proved worthy of attention due to their capability of identifying anomalies with large precision, accuracy and reproducibility. Consequently, there is an extensive need to consolidate research results to provide a common framework to understand the topic and ensure a common foundation to establish future research trends. To respond to this need, this work systematically reviews the state of the art of anomaly detection in Industry 4.0, evaluating gaps in the current knowledge and proposing future directions of interest. To pursue this objective, three main dimensions have been considered: the scenario where the anomaly detection methodologies were applied, the sensing equipment used to gather data characterizing the underlying process, and the algorithm employed to properly interpret the phenomena. The study was conducted following the PRISMA protocol, which allowed the identification of a relevant selection of papers by extracting a meaningful dataset of 78 papers of interest. The analysis highlighted the diffusion of autoencoders in several configurations and application scenarios, highlighting their effectiveness and flexibility for anomaly detection."
Comparing Gradient Descent and Genetic Algorithm for Optimization In Regression Analysis For Handling Nonlinearity In Liver Cirrhosis: A Survey,H. S. Yadav; R. K. Singhal,10.1109/INOCON57975.2023.10101184,2023,"The development of a noninvasive diagnostic paradigm for digestive illnesses is the primary focus of the work being done in clinical research at the moment. We want to demonstrate the efficacy of both the BP-ANN algorithm and linear regression in the diagnosis of GI illnesses by contrasting their activation functions and data structures. PRISMA criteria were followed in the reporting of the systematic review that we conducted. We examined comparable papers in seven different online academic sources for the purpose of comparing the accuracy of diagnosis utilizing Our principal interests in BPANN and linear regression. Regardless of whether or not a given study met the inclusion requirements, we were able to acquire features, patient count, input/output marker, diagnostic accuracy, and results/conclusions related to comparison. Since just nine articles met our criteria, we chose to include them in our analysis. Our study is one of eight that found the BP-ANN model to be more effective than linear regression in proposing the course of disease using AUROC scores. One study found that linear regression was more effective than BPANN in spotting early signs of colorectal cancer. While both the BPANN method and the linear regression technique showed promise for fitting the diagnostic model, the former provided more convincing evidence of superior prediction accuracy when applied to a model of noninvasive diagnostics for gastrointestinal disorders. We compared the BP-ANN and linear regression activation functions and data formats to see which would work best for fitting the diagnostic model. The results revealed that BPANN was a complete recommendation method."
A Review E-Government Implementation: Its Impact on Public Value Creation and Citizen Perspectives,N. H. Setyawan; S. Sulistyo; R. Hartanto,10.1109/SIML61815.2024.10578171,2024,"The global expansion of e-government services reflects the rising demand for efficient government services among digital citizens. Governments must prioritize understanding public perspectives and values for effective citizen-centric e-government, involving all stakeholders for sustainable development and utilizing innovative technologies to overcome challenges. This systematic literature review (SLR) aims to explore citizen-centric e-government implementation worldwide, focusing on its impact on public value creation and citizen perception. By analyzing 69 papers from 2017 to 2023 using the PRISMA method, the review revealed diverse research landscapes and highlighted the importance of inclusive services. Key variables such as Information Quality, System Quality, and Trust in e-government significantly influenced citizen attitudes. Behavioral Intention to Use, Citizen Satisfaction, and Public Value emerged as prominent dependent variables. Notable countries like China, India, Nigeria, and Pakistan were extensively studied, employing various analytical techniques like Structural Equation Modeling (SEM) and thematic analysis. Frameworks such as UTAUT, TAM, and IS Success Model were commonly used, reflecting the multifaceted nature of e-government research and the need for comprehensive approaches."
Overview of Energy Harvesting and Sustainability in Smart Cities,R. Salama; C. Altrjman; F. Al-Turjman; S. P. Yadav; S. Vats,10.1109/AECE59614.2023.10428140,2023,"Sustainability is a key factor in the context of smart cities. In smart cities, promoting sustainable energy is one strategy for achieving sustainability and lowering greenhouse gas emissions. Different energy sources are needed to meet the need for affordable and dependable electrical energy, where the environmental impact typically outweighs the cost of generation. In order to increase sustainability in the electrical industry, smart cities are examined in this article. The methodological strategy for this involved conducting a systematic literature review utilizing the PRISMA procedure. 154 journal articles were examined in-depth for this review. Energy efficiency, renewable energy, and energy and urban planning were the themes that the results were organized into. The results of the study showed that: (a) there is a global academic publication landscape for research on smart cities and energy sustainability; (b) publications are unbalanced when comparing the results of studies on the energy use intensity of different continents to those on the energy sustain ability of smart cities; and (c) there is a strong focus on technology-related issues related to energy sustainability, efficiency, and renewables topics in the literature, but much less attention is given to these issues. Urban and energy authorities are informed by the insights produced, and scholars are given ideas for future research directions."
Synthetic CT Image Generation From CBCT: A Systematic Review,A. Altalib; S. McGregor; C. Li; A. Perelli,10.1109/TRPMS.2025.3533749,2025,"The generation of synthetic CT (sCT) images from cone-beam CT (CBCT) data using deep learning methodologies represents a significant advancement in radiation oncology. This systematic review, following PRISMA guidelines and using the PICO model, comprehensively evaluates the literature from 2014 to 2024 on the generation of sCT images for radiation therapy planning in oncology. A total of 35 relevant studies were identified and analyzed, revealing the prevalence of deep learning approaches in the generation of sCT. This review comprehensively covers synthetic CT generation based on CBCT and proton-based studies. Some of the commonly employed architectures explored are convolutional neural networks (CNNs), generative adversarial networks (GANs), transformers, and diffusion models. Evaluation metrics including mean absolute error (MAE), root mean square error (RMSE), peak signal-to-noise ratio (PSNR) and structural similarity index (SSIM) consistently demonstrate the comparability of sCT images with gold-standard planning CTs (pCT), indicating their potential to improve treatment precision and patient outcomes. Challenges such as field-of-view (FOV) disparities and integration into clinical workflows are discussed, along with recommendations for future research and standardization efforts. In general, the findings underscore the promising role of sCT-based approaches in personalized treatment planning and adaptive radiation therapy, with potential implications for improved oncology treatment delivery and patient care."
A Multidimensional Model of the New Work Environment in the Digital Age to Increase a Company’s Performance and Competitiveness,M. Rožman; D. Oreški; P. Tominc,10.1109/ACCESS.2023.3257104,2023,"The purpose of the paper is to develop a multidimensional model of the new work environment in the digital age to increase a company’s performance and competitiveness in VUCA (volatility, uncertainty, complexity, and ambiguity) business environment. The multidimensional model covers the implementation of an agile work environment through the prism of using artificial intelligence technology to increase company’s performance and competitiveness. Researched determined multidimensional aspects for successful implementation of work environment in the digital age are, therefore 1) drivers for shifting towards agility, 2) implementation of agile leadership, 3) implementation of an agile work environment, 4) implementation of AI technology in work environment, 5) company’s performance, 6) competitiveness. The main survey involved randomly selected 473 medium-sized and large companies in Slovenia. Structural equation modelling was used for statistical data analysis. The results show that drivers for shifting towards agility have a positive effect on implementation of agile leadership. Also, results show that implementation of agile leadership and implementation of AI technology in work environment have a positive effect on implementation of an agile work environment. Moreover, results show that implementation of an agile work environment has positive effect on company’s performance and competitiveness. The paper highlights the important multidimensional aspects of the successful implementation of an agile work environment to increase the company’s performance and competitiveness. Also, our results will contribute to the proper implementation of the work environment in the digital age and give owners or top managers a broad insight into the various aspects that must be considered in their business governance in today’s rapidly changing business environment."
A Review of Optical Text Recognition from Distorted Scene Image,O. O. Sumady; B. J. Antoni; R. Nasuta; Nurhasanah; E. Irwansyah,10.1109/ICORIS56080.2022.10031325,2022,"The growing number of images with text taken from a natural position increases the amount of text distortion. Some challenges come because of distortion, curvature, or blur which occur when images are taken from a natural position. Scene text recognition has made significant progress and improved in accuracy. However, issues arise from the nature of several images. This paper aims to review algorithms used for scene text recognition that focus on the accuracy and consistency of scene text recognition on various common datasets and compare them. In addition, to find the weakness and inconsistencies of various scene text recognition algorithms between different datasets. A PRISMA method flow diagram applies to conduct the review. The results show Convolutional Neural Network (CNN) is the most adopted approach to creating scene text recognition programs. The highest accuracy is the CA-FCN algorithm used for the SVT dataset. However, the consistency of algorithm performance varies from one dataset to another. Most algorithms struggled with the IC15 irregular or SVT regular dataset and performed best using the IC03 dataset."
Generative Adversarial Networks (GANs) for Image Augmentation in Farming: A Review,Z. U. Rahman; M. S. M. Asaari; H. Ibrahim; I. S. Z. Abidin; M. K. Ishak,10.1109/ACCESS.2024.3505989,2024,"Enhancing model performance in agricultural image analysis faces challenges due to limited datasets, biological variability, and uncontrolled environments. Deep learning models require large, realistic datasets, which are often difficult to obtain. Data augmentation, especially through Generative Adversarial Networks (GANs), has become essential in farming applications, generating synthetic images to improve model training and reduce the need for extensive image collection. This review explores various GAN approaches for image augmentation in farming, investigating their challenges and limitations. Following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines, 128 publications were analyzed to identify research trends and gaps in GAN applications within the farming industry. Key applications of GANs include plant classification, weed detection, animal detection and behavior recognition, animal health and disease analysis, plant disease detection, phenotyping, and fruit quality assessment. Persistent issues like limited training datasets, occlusion challenges, and imbalanced data hinder model performance across these applications. Recognizing these challenges is critical for enhancing the efficiency and effectiveness of farming operations. Finally, this review concludes with insights and future directions to foster progress in this field."
Practitioners' Expectations on Code Smell Detection,Z. Zhang; S. Yin; W. Wei; X. Ma; J. W. Keung; F. Li; W. Hu,10.1109/COMPSAC61105.2024.00175,2024,"Code smell detection can automatically identify code smells in software source code to help developers to improve code maintainability, readability, and overall code quality. Currently, a wide variety of code smell detection techniques/tools are proposed for practical use. However, it is unclear what practitioners expect for code smell detection tools and whether the existing research meets their needs. To fill the gap, we conduct an empirical study. We first interview 10 software development professionals and subsequently survey 310 software practitioners about their practices and expectations of code smell detection tools. In addition, we conduct an extensive literature review of code smell detection papers published in major publications from 2014 to 2024, and compare current research findings with practitioners' expectations. From this comparison, we highlight the direction in which researchers need to work to develop code smell detection techniques that are important to practitioners."
Self-Reported Activities of Android Developers,L. Pascarella; F. -X. Geiger; F. Palomba; D. Di Nucci; I. Malavolta; A. Bacchelli,,2018,"To gain a deeper empirical understanding of how developers work on Android apps, we investigate self-reported activities of Android developers and to what extent these activities can be classified with machine learning techniques. To this aim, we firstly create a taxonomy of self-reported activities coming from the manual analysis of 5,000 commit messages from 8,280 Android apps. Then, we study the frequency of each category of self-reported activities identified in the taxonomy, and investigate the feasibility of an automated classification approach. Our findings can inform be used by both practitioners and researchers to take informed decisions or support other software engineering activities."
Synthetic Data Generation via Generative Adversarial Networks in Healthcare: A Systematic Review of Image- and Signal-Based Studies,M. H. Akpinar; A. Sengur; M. Salvi; S. Seoni; O. Faust; H. Mir; F. Molinari; U. R. Acharya,10.1109/OJEMB.2024.3508472,2025,"Generative Adversarial Networks (GANs) have emerged as a powerful tool in artificial intelligence, particularly for unsupervised learning. This systematic review analyzes GAN applications in healthcare, focusing on image and signal-based studies across various clinical domains. Following Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) guidelines, we reviewed 72 relevant journal articles. Our findings reveal that magnetic resonance imaging (MRI) and electrocardiogram (ECG) signal acquisition techniques were most utilized, with brain studies (22%), cardiology (18%), cancer (15%), ophthalmology (12%), and lung studies (10%) being the most researched areas. We discuss key GAN architectures, including cGAN (31%) and CycleGAN (18%), along with datasets, evaluation metrics, and performance outcomes. The review highlights promising data augmentation, anonymization, and multi-task learning results. We identify current limitations, such as the lack of standardized metrics and direct comparisons, and propose future directions, including the development of no-reference metrics, immersive simulation scenarios, and enhanced interpretability."
Emerging Trends in Software Engineering: Implications for Development and Efficiency,B. Chhatria; H. Dharua; S. K. Tarai; S. Panda,10.1109/ESIC64052.2025.10962758,2025,"This study explores recent advancements in software engineering, focusing on methods and practices that enhance development efficiency, security, and innovation. The originality of this research lies in its comprehensive analysis of the latest trends, such as Agile methodologies, and the integration of machine learning, which are revolutionizing the software development landscape. The primary objective is to assess the effectiveness of these trends in optimizing software development processes and improving end-user experiences. This research applies quantitative analysis, using time-series data and survey responses from software development teams to evaluate key performance indicators associated with each trend. The analysis, conducted using SPSS software, examines correlations between the adoption of modern methodologies and outcomes such as reduced development time, enhanced security, and overall software quality. Findings indicate that Agile and DevOps practices contribute significantly to faster deployment cycles, while machine learning integration aids in predictive analysis, improving error detection and reducing maintenance needs. The practical implications of this study emphasize the value of embracing emerging methodologies to foster innovation, enhance project success rates, and ensure robust software products. These insights aim to support software companies and developers in adopting strategic trends for sustainable and effective engineering solutions."
